anticholinergics	copd	[nsubjpass, used, prep_in, patients, prep_with, disease, appos]	1.0
anticholinergics	copd	[nsubj, therapy, prep_for]	1.0
anticholinergics	copd	[prep_in, population, nn]	1.0
anticholinergics	copd	[nsubj, useful, prep_in, patients, prep_with]	1.0
anticholinergics	copd	[nsubjpass, used, prep_in, treatment, prep_of, patients, prep_with, disease, appos]	1.0
anticholinergics	copd	[prep_in, disease, appos]	1.0
anticholinergics	copd	[prep_in, patients, prep_with, disease, appos]	1.0
anticholinergics	copd	[xsubj, improve, prep_in]	1.0
dicoumarol	dt-diaphorase	[prep_of, addition, appos, inhibitor, amod]	1.0
dicoumarol	dt-diaphorase	[prep_with, cells, prep_of, treatment, appos, inhibitor, prep_of]	1.0
dicoumarol	dt-diaphorase	[appos, inhibitor, prep_of]	1.0
dicoumarol	dt-diaphorase	[rcmod, inhibitor, prep_of, activity, amod]	1.0
dicoumarol	dt-diaphorase	[dep, inhibitor, prep_of]	1.0
dicoumarol	dt-diaphorase	[agent, inhibited, nsubjpass, activity, amod]	1.0
dicoumarol	dt-diaphorase	[nsubj, inhibited, dobj, activity, prep_of]	1.0
dicoumarol	dt-diaphorase	[appos, inhibitor, amod]	1.0
dicoumarol	dt-diaphorase	[prep_by, inhibited, attr, inhibitor, prep_of]	1.0
corticotropin	crfr2	[prep_of, expression, appos]	1.0
diethylstilbestrol	phospholipase	[prep_on, activity, amod]	1.0
methylphenidate	slc6a3	[amod, response, prep_in]	1.0
naringin	cyp3a4	[appos, inhibitor, prep_of]	1.0
naringin	cyp3a4	[nsubj, inhibits, dobj]	1.0
resveratrol	cdc2	[prep_by, activity, appos]	1.0
teriparatide	pth1r	[appos, agonist, amod]	1.0
bosentan	enos	[appos, cofactor, amod]	1.0
bethanechol	psti	[agent, stimulated, nsubjpass, secretion, prep_of]	1.0
oxycodone	p-gp	[prep_of, status, nn]	1.0
oxycodone	p-gp	[nsubj, substrate, nn]	1.0
atra	cdk6	[nsubj, inhibited, dobj, expression, prep_of]	1.0
il-2	tgfbeta	[nn, fasr, appos]	1.0
il-2	tgfbeta	[appos, gcsf, appos]	1.0
il-2	tgfbeta	[amod, production, prep_of]	1.0
erythromycin	demethylase	[amod, formation, amod]	1.0
erythromycin	demethylase	[amod, activities, nn]	1.0
erythromycin	demethylase	[amod, activity, amod]	1.0
erythromycin	demethylase	[nn, activity, nn]	1.0
erythromycin	demethylase	[nn, activities, nn]	1.0
erythromycin	demethylase	[amod, activity, nn]	1.0
rosiglitazone	pai-1	[nsubj, decreases, dobj]	1.0
rosiglitazone	pai-1	[nsubj, induced, dobj, expression, nn]	1.0
rosiglitazone	pai-1	[nsubj, inhibited, dobj, induction, prep_of]	1.0
rosiglitazone	pai-1	[nsubj, decreases, dobj, levels, nn]	1.0
arsenite	thrombomodulin	[nsubj, inhibit, dobj, expression, amod]	1.0
yohimbine	5-ht2b	[appos, antagonist, amod]	1.0
rosiglitazone	pdk4	[nsubj, increased, dobj, mrna, amod]	1.0
rosiglitazone	pdk4	[agent, induced, nsubjpass, expression, amod]	1.0
g-csf	cxcl12	[appos, factor, dep, expression, nn]	1.0
rapamycin	s6k1	[prep_of, target, nsubj, regulates, dobj, growth, prep_via, kinase, appos]	1.0
rapamycin	s6k1	[dep, signaling, nn]	1.0
rapamycin	s6k1	[amod, pathways, appos]	1.0
rapamycin	s6k1	[prep_of, target, dobj, inhibits, dep, blocking, dobj, phosphorylation, prep_of, kinase, appos]	1.0
rapamycin	s6k1	[prep_by, showed, dobj, inhibition, prep_of]	1.0
rapamycin	s6k1	[nsubj, inhibits, dep, blocking, dobj, phosphorylation, prep_of, kinase, appos]	1.0
rapamycin	s6k1	[amod, signaling, appos]	1.0
rapamycin	s6k1	[prep_of, target, prep_of, effector, appos, kinase, appos]	1.0
rapamycin	s6k1	[appos, inhibitor, nn]	1.0
rapamycin	s6k1	[nn, treatment, nsubj, inhibited, dobj]	1.0
rapamycin	s6k1	[nsubj, inhibits, dobj, activity, amod]	1.0
rapamycin	s6k1	[amod, signaling, nn]	1.0
rapamycin	s6k1	[nsubj, inhibited, dobj, signaling, nn]	1.0
rapamycin	s6k1	[amod, signalling, nn]	1.0
rapamycin	s6k1	[nsubj, suppressed, dobj, phosphorylation, nn]	1.0
rapamycin	s6k1	[prep_on, phosphorylation, amod]	1.0
rapamycin	s6k1	[prep_of, target, dep, pathway, nn]	1.0
rapamycin	s6k1	[amod, kinase, appos]	1.0
rapamycin	s6k2	[nsubj, blocked, dobj, activation, amod]	1.0
rapamycin	s6k2	[prep_of, target, prep_of, effector, appos, kinase, appos]	1.0
rapamycin	s6k2	[nsubj, decreased, dobj, phosphorylation, prep_of]	1.0
rapamycin	s6k2	[nsubj, inhibited, dobj]	1.0
gm-csf	copd	[prep_of, release, nsubjpass, decreased, prep_in]	1.0
thyroxine	igfbp-1	[prep_of, effects, dobj, studied, prep_on]	1.0
nadh	gapdh	[partmod, produced, agent]	1.0
nadh	gapdh	[xsubj, activity, nn]	1.0
nadh	gapdh	[prep_of, presence, prep_in, incubated, prep_with]	1.0
cisplatin	npr2	[prep_of, target, xsubj]	1.0
olanzapine	icer	[prep_of, ratio, appos]	1.0
lovastatin	erk2	[nsubj, inhibited, dobj, stimulation, prep_of]	1.0
captopril	phospholipase	[appos, blocker, amod]	1.0
doxorubicin	gm-csf	[prep_with, allowing, prepc_in, evaluates, dobj, efficacy, prep_of, factor, appos]	1.0
gemfibrozil	klf4	[nsubj, induced, dobj, recruitment, prep_of]	1.0
gemfibrozil	klf4	[amod, activation, prep_of]	1.0
ketamine	strabismus	[amod, anesthesia, prep_under]	1.0
ketamine	strabismus	[prep_for, surgery, amod]	1.0
atenolol	beta2	[nsubj, selective, dep, versus, pobj]	1.0
cbdca	cd31	[agent, induced, prep_in, cells, nn]	1.0
il-2	apcs	[appos, interleukin, appos]	1.0
hemin	neudesin	[prep_with, associated, nsubjpass]	1.0
hemin	neudesin	[prep_to, appeared, advcl, tinged, nsubjpass, solution, nn]	1.0
urokinase	mmp-9	[amod, receptor, prep_of]	1.0
urokinase	mmp-9	[amod, receptor, appos]	1.0
urokinase	mmp-9	[amod, receptor, prep_of, knockdown, nsubj, inhibits, dobj, expression, nn]	1.0
urokinase	mmp-9	[amod, activator, appos]	1.0
urokinase	mmp-9	[amod, r, dep]	1.0
etanercept	icer	[prep_for, ratio, appos]	1.0
etanercept	icer	[amod, treatment, prep_for]	1.0
urokinase	mmp-7	[dep, activator, nn]	1.0
urokinase	mmp-7	[amod, r, dep]	1.0
urokinase	mmp-3	[dobj, hydrolyzes, nsubj]	1.0
urokinase	mmp-3	[amod, r, dep]	1.0
theophylline	cyp3a	[amod, valproic, amod, acid, prep_of, clearances, dep, treatment, prep_of, influence, xsubj, determine, ccomp, induces, dobj]	1.0
theophylline	cyp3a	[appos, midazolam, appos]	1.0
urokinase	mmp-2	[prep_of, levels, dep]	1.0
urokinase	mmp-2	[dep, activator, nn]	1.0
curcumin	cyp2d6	[prep_of, conversion, dobj, catalyzed, nsubj]	1.0
docetaxel	cox-2	[nsubj, affects, dobj, expression, prep_of]	1.0
docetaxel	cox-2	[nsubj, inhibits, dobj, induction, nn]	1.0
vorinostat	mre11	[nsubj, suppressed, ccomp, repair, dobj, proteins, appos]	1.0
haloperidol	parkin	[prep_on, expression, nn]	1.0
haloperidol	parkin	[amod, treatment, nsubj, increased, dobj, levels, amod]	1.0
estrone	shbg	[amod, prolactin, amod, sulfate, appos, globulin, appos]	1.0
estrone	shbg	[amod, dehydroepiandrosterone, amod, sulfate, prep_of, concentrations, appos, globulin, appos]	1.0
estrone	shbg	[dep, globulin, appos]	1.0
estrone	shbg	[appos, globulin, appos]	1.0
estrone	shbg	[dep, sulfate, appos, globulin, appos]	1.0
estrone	shbg	[nn, globulin, appos]	1.0
estrone	shbg	[amod, sulfate, appos]	1.0
estrone	shbg	[appos, lh, appos]	1.0
estrone	shbg	[dep, testosterone, dep]	1.0
halothane	reticulum	[nsubj, decreased, dobj, content, prep_of]	1.0
halothane	reticulum	[xsubj, have, dobj, effects, prep_on]	1.0
halothane	reticulum	[prep_of, absence, prep_in]	1.0
halothane	reticulum	[nsubj, inhibited, prep_by]	1.0
halothane	reticulum	[nsubj, increased, partmod, suggesting, dobj]	1.0
anticholinergics	comt	[appos, levodopa, appos, inhibitors, amod]	1.0
reboxetine	cyp1a2	[nsubj, has, dobj, effect, prep_on, activity, prep_of]	1.0
aldosterone	ucp3	[agent, reduced, nsubjpass, expression, nn]	1.0
cyclophosphamide	p-gp	[nsubj, substrate, prep_of]	1.0
coumarin	butyrylcholinesterase	[xsubj, inhibit, dobj]	1.0
haloperidol	kallikrein	[nsubj, increased, dobj]	1.0
haloperidol	kallikrein	[nsubj, increased, dobj, levels, nn]	1.0
decitabine	chk1	[prep_via, activation, prep_of]	1.0
melphalan	hdac	[amod, inhibitors, appos]	1.0
nelfinavir	caveolin-1	[nsubj, increased, prep_from]	1.0
rapamycin	cdc25b	[prep_by, inhibited, nsubj, expression, prep_of]	1.0
cisplatin	ctcl	[dep, etoposide, appos, eshap, prep_of, efficacy, dobj, assess, prep_with]	1.0
olanzapine	pi3k	[nsubj, inhibited, dobj, activity, nn]	1.0
estradiol	betaglycan	[agent, induced, nsubjpass, mrna, nn]	1.0
nelfinavir	cdk2	[nsubj, inhibits, dobj]	1.0
formoterol	vegf	[prep_of, effect, dobj, investigate, prep_on, levels, nn]	1.0
vasopressin	nnos	[amod, synthase, appos]	1.0
staurosporine	mcp-1	[agent, blocked, nsubjpass, expression, nn]	1.0
staurosporine	mcp-1	[nsubj, had, dobj, effect, prep_on, expression, nn]	1.0
corticosteroids	ifn-gamma	[prep_of, presence, prep_in, stimulated, prep_with]	1.0
il-2	perforin	[nn, fasr, appos]	1.0
il-2	perforin	[nsubj, stimulates, dobj, expression, nn]	1.0
il-2	perforin	[nsubj, increased, dobj, expression, prep_of]	1.0
il-2	perforin	[nn, stimulation, partmod, induced, dobj, eomesodermin, appos]	1.0
il-2	perforin	[prep_to, response, prep_in, levels, amod]	1.0
il-2	perforin	[amod, levels, nn]	1.0
il-2	perforin	[nsubj, regulate, dobj, expression, amod]	1.0
il-2	perforin	[nn, b, appos]	1.0
gp120	zo-1	[prep_of, effect, amod]	1.0
tipifarnib	k-ras	[nn, inhibition, prep_of]	1.0
noradrenaline	mnat	[amod, transporter, appos]	1.0
creatine	agat	[amod, syndromes, nsubj, group, prep_of, errors, prep_of, synthesis, dep, arginine, dep, deficiency, appos]	1.0
creatine	agat	[amod, synthesis, appos]	1.0
creatine	agat	[amod, transporter, dep, synthesis, dep, arginine, dep, deficiency, appos]	1.0
creatine	agat	[amod, synthesis, dep, arginine, dep, deficiency, appos]	1.0
creatine	agat	[amod, genes, amod]	1.0
imipramine	cyp2d	[agent, decreased, nsubjpass, activity, prep_of]	1.0
etretinate	klk5	[prep_with, decreased, nsubj]	1.0
flurbiprofen	15-pgdh	[nsubj, stimulated, dobj, expression, amod]	1.0
imipramine	cyp2b	[dep, contributions, dobj, ascertain, xcomp, used, dep, alpha, prep_for]	1.0
isoflurane	eaat3	[nsubj, attenuated, dobj, activity, nn]	1.0
isoflurane	eaat3	[nsubj, increases, dobj, activity, amod]	1.0
isoflurane	eaat3	[nsubj, enhanced, dobj, activity, prep_of]	1.0
isoflurane	eaat3	[dobj, mrna, nn]	1.0
isoflurane	eaat3	[nsubj, increases, dobj, expression, prep_of]	1.0
isoflurane	eaat3	[nsubj, increases, dobj, activity, prep_of]	1.0
isoflurane	eaat3	[amod, effects, prep_on]	1.0
domperidone	cyp3a4	[nsubjpass, catalyzed, agent]	1.0
iptakalim	caspase-3	[nsubj, reduced, dobj, expression, prep_of]	1.0
iptakalim	caspase-3	[amod, treatment, nsubj, reduced, dobj, expression, amod]	1.0
triazolam	cyp3a	[nsubjpass, metabolized, agent]	1.0
triazolam	cyp3a	[appos, substrate, prep_of]	1.0
beta-estradiol	flrg	[partmod, induced, xcomp]	1.0
mifepristone	nkg2d	[nsubj, had, dobj, effect, prep_on, expression, prep_of]	1.0
beclomethasone	gm-csf	[amod, dipropionate, prep_than, potently, nsubj, production, amod]	1.0
saxagliptin	dpp4	[appos, inhibitor, appos]	1.0
saxagliptin	dpp4	[nsubj, inhibitor, nn]	1.0
saxagliptin	dpp4	[nsubj, inhibitor, appos]	1.0
sevoflurane	tcii	[prep_with, induction, appos]	1.0
imipramine	cyp3a	[amod, pharmacokinetics, nsubj, serve, prep_as, marker, prep_for, activity, amod]	1.0
kanamycin	pkn2	[nn, promoter, prep_of, control, prep_under, expressing, dobj]	1.0
escitalopram	cyp2c19	[prep_of, metabolism, prep_to, contribute, nsubj]	1.0
gm-csf	irf4	[amod, induction, prep_of]	1.0
carnitine	ppar	[nn, accumulation, amod]	1.0
dhea	adiponectin	[prep_on, expression, nn]	1.0
fentanyl	ml-1	[nn, concentration, nsubj]	1.0
fentanyl	ml-1	[nn, concentration, prep_of]	1.0
fentanyl	ml-1	[dep, micrograms, amod]	1.0
fentanyl	ml-1	[amod, concentrations, appos]	1.0
fentanyl	ml-1	[amod, concentrations, nsubj]	1.0
fentanyl	ml-1	[amod, micrograms, amod]	1.0
fentanyl	ml-1	[prep_with, received, prep_with]	1.0
genistein	raf-1	[nsubj, block, dobj]	1.0
estradiol	cftr	[nsubj, regulate, dobj, expression, prep_of]	1.0
atra	pitx2	[agent, inhibited, nsubjpass, expression, amod]	1.0
rimonabant	cb1r	[prep_such_as, antagonists, appos]	1.0
rimonabant	cb1r	[appos, antagonist, nn]	1.0
rimonabant	cb1r	[amod, mice, appos]	1.0
rimonabant	cb1r	[appos, antagonist, prep_for]	1.0
rosiglitazone	atgl	[amod, regulation, prep_of]	1.0
rosiglitazone	atgl	[amod, treatment, agent, increased, nsubjpass, mrna, nn]	1.0
rosiglitazone	atgl	[nsubj, increased, dobj, levels, amod]	1.0
mitomycin	dt-diaphorase	[amod, results, prep_in, induction, prep_of]	1.0
mitomycin	dt-diaphorase	[nn, c, prep_of, activation, prep_in]	1.0
mitomycin	dt-diaphorase	[nn, toxicity, prep_in]	1.0
sorafenib	c-raf	[xsubj, inhibit, acomp]	1.0
sorafenib	c-raf	[nsubj, inhibits, xcomp, potently, nsubj]	1.0
sorafenib	c-raf	[nsubj, inhibited, dobj, activity, prep_of]	1.0
genistein	smit	[prep_with, cells, prep_of, treatment, nsubj, increased, dobj, activity, amod]	1.0
phosphatidylserine	gapdh	[nsubj, dehydrogenase, appos]	1.0
l-citrulline	inos	[prep_of, toxicity, dobj, evaluate, csubj, vasospasm, dobj, expression, appos]	1.0
l-citrulline	inos	[amod, synthase, appos]	1.0
l-citrulline	inos	[amod, oxide, prep_to, catalyzes, nsubj, synthase, appos]	1.0
dalteparin	alteplase	[dep, parnaparin, dep]	1.0
flurbiprofen	asic1a	[appos, inhibitor, amod]	1.0
tetracyclines	il-1	[nsubj, inhibit, dobj, secretion, nn]	1.0
fluorescein	p450scc	[nn, isothiocyanate, prep_with, modified, nsubjpass]	1.0
il-2	jak3	[agent, induced, partmod, phosphorylation, amod]	1.0
il-2	jak3	[nsubj, stimulated, dobj]	1.0
il-2	jak3	[prep_to, phosphorylated, nsubj]	1.0
glcnac	udp-galnac	[nn, beta, dep]	1.0
il-2	jak1	[nsubj, stimulated, prep_to, extent, prep_than]	1.0
il-2	jak1	[nsubj, activates, dobj]	1.0
il-2	jak1	[nn, beta, dep]	1.0
il-2	jak1	[nsubj, stimulated, dobj, activation, prep_of]	1.0
il-2	jak1	[nsubj, activates, dep]	1.0
il-2	jak1	[nn, induced, nsubj, tyrosine, dobj, phosphorylation, prep_of]	1.0
il-2	jak1	[prep_to, phosphorylated, nsubjpass]	1.0
il-2	jak1	[prep_in, involved, nsubjpass]	1.0
chloramphenicol	acyltransferase	[amod, assays, nn]	1.0
chloramphenicol	acyltransferase	[amod, gene, nn]	1.0
chloramphenicol	acyltransferase	[nn, gene, nn]	1.0
chloramphenicol	acyltransferase	[amod, activity, nn]	1.0
chloramphenicol	acyltransferase	[amod, gene, amod]	1.0
exenatide	alpha-glucosidase	[appos, inhibitors, amod]	1.0
meth	cdk5	[xsubj, signaling, nn]	1.0
ethers	aromatase	[nsubj, displayed, dobj, inhibition, prep_of]	1.0
hydrocortisone	phospholipase	[appos, inhibitor, amod]	1.0
alemtuzumab	filgrastim	[prep_with, administered, nsubjpass]	1.0
atra	aida	[appos, protocol, nn]	1.0
ara-c	c-abl	[nsubj, activates, dobj, kinase, amod]	1.0
norepinephrine	sik1	[agent, induced, nsubjpass, expression, amod]	1.0
testolactone	aromatase	[nsubj, inhibitor, amod]	1.0
testolactone	aromatase	[appos, inhibitor, amod]	1.0
testolactone	aromatase	[amod, inhibitors, amod]	1.0
testolactone	aromatase	[appos, one, prep_of, inhibitors, amod]	1.0
testolactone	aromatase	[appos, inhibitors, nn]	1.0
testolactone	aromatase	[prep_such_as, inhibitors, nn]	1.0
testolactone	aromatase	[prep_such_as, inhibitors, amod]	1.0
bleomycin	rad50	[agent, caused, partmod, damage, prep_to, exposed, advmod, when, dep, germlings, prep_of, sldi, appos]	1.0
fluconazole	demethylase	[appos, inhibitor, prep_of]	1.0
fluconazole	demethylase	[nsubj, inhibitor, dep]	1.0
tetrahydrobiopterin	calmodulin	[pobj, by, dep, by, pobj]	1.0
repaglinide	cyp2c8	[nsubjpass, metabolised, prep_via]	1.0
repaglinide	cyp2c8	[nsubjpass, metabolised, agent]	1.0
ornithine	azin1	[amod, inhibitors, appos]	1.0
pitavastatin	inos	[nsubj, increased, dobj, stability, prep_of, mrna, amod]	1.0
baclofen	lhrh	[nsubj, had, dobj, effect, prep_on, release, nn]	1.0
tamoxifen	shbg	[nn, treatment, agent, increased, nsubjpass]	1.0
tamoxifen	shbg	[prep_of, effect, appos]	1.0
tamoxifen	shbg	[prep_on, expression, nn]	1.0
atorvastatin	rac1	[nsubj, caused, dobj, inhibition, prep_of]	1.0
atorvastatin	rac1	[nsubj, inhibited, dobj, expression, amod]	1.0
il-2	socs-3	[agent, induced, partmod, mrna, nn]	1.0
il-2	socs-3	[agent, induced, nsubjpass]	1.0
udenafil	cyp3a4	[appos, substrate, prep_of]	1.0
methotrexate	p-gp	[appos, agents, prep_including, transported, agent]	1.0
tamoxifen	nppb	[appos, acid, appos]	1.0
salmeterol	beta2ar	[appos, agonist, amod]	1.0
nifedipine	nicotinamide	[amod, phosphate, amod]	1.0
lovastatin	coq9	[nsubj, decreased, dobj]	1.0
lovastatin	coq9	[nsubj, reduces, dobj]	1.0
gefitinib	egfr	[prep_such_as, inhibitors, appos]	1.0
gefitinib	egfr	[amod, inhibitors, appos]	1.0
gefitinib	egfr	[amod, treatment, prep_of]	1.0
gefitinib	egfr	[prep_such_as, activity, amod]	1.0
gefitinib	egfr	[prep_with, treated, partmod, patients, amod]	1.0
gefitinib	egfr	[prep_by, suppression, amod]	1.0
gefitinib	egfr	[dep, inhibitors, nn]	1.0
gefitinib	egfr	[prep_to, associated, ccomp, tyrosine, nsubj, mutations, prep_in, receptor, appos]	1.0
gefitinib	egfr	[prep_to, confers, rcmod, mutation, nn]	1.0
gefitinib	egfr	[xsubj, suppress, dobj, activation, prep_of]	1.0
gefitinib	egfr	[amod, knockdown, prep_of]	1.0
gefitinib	egfr	[dep, inhibitors, amod]	1.0
gefitinib	egfr	[appos, inhibitors, prep_of, receptor, appos]	1.0
gefitinib	egfr	[prep_such_as, antagonists, appos]	1.0
gefitinib	egfr	[nsubj, inhibited, dobj, phosphorylation, prep_of]	1.0
gefitinib	egfr	[agent, inhibited, nsubjpass, phosphorylation, prep_of]	1.0
gefitinib	egfr	[nsubj, inhibitor, prep_of, activity, prep_of, receptor, appos]	1.0
gefitinib	egfr	[nsubj, disrupts, dobj, activity, amod]	1.0
gefitinib	egfr	[prep_with, inhibiting, dobj]	1.0
gefitinib	egfr	[prep_with, treated, rcmod]	1.0
gefitinib	egfr	[appos, inhibitor, prep_of, function, amod]	1.0
gefitinib	egfr	[prep_with, inhibition, amod]	1.0
gefitinib	egfr	[nsubjpass, approved, ccomp, tyrosine, nsubj, receptor, appos]	1.0
gefitinib	egfr	[partmod, targeting, dobj]	1.0
gefitinib	egfr	[prep_to, associated, nsubjpass, mutations, appos]	1.0
gefitinib	egfr	[prep_including, inhibitors, amod]	1.0
gefitinib	egfr	[amod, inhibition, prep_of]	1.0
gefitinib	egfr	[prep_with, treatment, nsubj, inhibited, dobj, activation, amod]	1.0
gefitinib	egfr	[dep, inhibitor, appos]	1.0
gefitinib	egfr	[prep_with, treated, nsubjpass, patients, amod]	1.0
gefitinib	egfr	[amod, effects, prep_of, inhibitors, amod]	1.0
gefitinib	egfr	[prep_in, lines, amod]	1.0
gefitinib	egfr	[nsubjpass, given, prep_to, patients, nn]	1.0
gefitinib	egfr	[nsubj, decreased, dobj, expression, prep_of]	1.0
gefitinib	egfr	[nsubj, inhibitor, rcmod, targets, dobj, receptor, appos]	1.0
gefitinib	egfr	[nsubj, factor, dep, receptor, appos]	1.0
gefitinib	egfr	[dobj, received, nsubj, patients, nn]	1.0
gefitinib	egfr	[prep_by, activity, amod]	1.0
gefitinib	egfr	[nn, receptor, appos]	1.0
gefitinib	egfr	[appos, inhibitor, appos]	1.0
gefitinib	egfr	[prep_for, affinity, dobj, has, nsubj]	1.0
gefitinib	egfr	[amod, inhibition, nn]	1.0
gefitinib	egfr	[amod, inhibitors, prep_of, activity, amod]	1.0
gefitinib	egfr	[appos, inhibitor, prep_of, receptor, appos]	1.0
gefitinib	egfr	[appos, inhibitor, nn]	1.0
gefitinib	egfr	[appos, inhibitor, prep_of]	1.0
gefitinib	egfr	[nsubj, inhibitors, amod]	1.0
gefitinib	egfr	[appos, inhibitor, nsubjpass, administered, advcl, test, ccomp, affects, nsubj, inhibition, prep_of, pathway, nn]	1.0
gefitinib	egfr	[nsubj, inhibited, dobj, activity, amod]	1.0
gefitinib	egfr	[prep_such_as, cetuximab, prep_as, domain, prep_of]	1.0
gefitinib	egfr	[acomp, inhibitor, nsubj, receptor, appos]	1.0
gefitinib	egfr	[prep_to, resistant, nsubj]	1.0
gefitinib	egfr	[nn, inhibitors, nn]	1.0
gefitinib	egfr	[dep, inhibitor, prep_of]	1.0
gefitinib	egfr	[prep_such_as, inhibitor, amod]	1.0
gefitinib	egfr	[prep_by, phosphorylation, prep_of]	1.0
gefitinib	egfr	[nsubj, inhibitor, prep_of, factor, appos]	1.0
gefitinib	egfr	[appos, tki, nn]	1.0
gefitinib	egfr	[prep_of, receptor, appos]	1.0
gefitinib	egfr	[prep_with, blocking, dobj, activity, amod]	1.0
gefitinib	egfr	[prep_with, receptor, appos]	1.0
gefitinib	egfr	[dep, investigate, dobj, effects, prep_of, receptor, appos]	1.0
gefitinib	egfr	[nsubj, inhibitor, amod]	1.0
gefitinib	egfr	[nsubj, inhibited, dobj, autophosphorylation, prep_of]	1.0
gefitinib	egfr	[nsubj, inhibitors, nn]	1.0
gefitinib	egfr	[prep_to, confer, nsubj, mutations, prep_in]	1.0
gefitinib	egfr	[prep_on, signaling, nn]	1.0
gefitinib	egfr	[prep_as, inhibitor, amod]	1.0
gefitinib	egfr	[nsubj, receptor, appos]	1.0
gefitinib	egfr	[prep_to, showed, nsubj]	1.0
gefitinib	egfr	[nsubj, inhibitor, prep_of, receptor, appos]	1.0
gefitinib	egfr	[prep_on, phosphorylation, amod]	1.0
gefitinib	egfr	[amod, receptor, appos]	1.0
gefitinib	egfr	[appos, inhibitor, prep_of, activity, prep_of]	1.0
gefitinib	egfr	[nsubj, reduced, dobj, phosphorylation, prep_of]	1.0
gefitinib	egfr	[partmod, targeting, dobj, receptor, appos]	1.0
gefitinib	egfr	[appos, receptor, appos]	1.0
gefitinib	egfr	[amod, expression, amod]	1.0
gefitinib	egfr	[nsubj, affected, dobj]	1.0
gefitinib	egfr	[appos, inhibitor, amod]	1.0
gefitinib	egfr	[dep, receptor, appos]	1.0
gefitinib	egfr	[amod, inhibitors, nn]	1.0
gefitinib	egfr	[nsubj, had, dobj, effects, prep_on, cells, amod]	1.0
gefitinib	egfr	[prep_to, predict, nsubj, status, amod]	1.0
gefitinib	egfr	[amod, inhibitors, amod]	1.0
gefitinib	egfr	[prep_with, treated, partmod, mutations, amod]	1.0
gefitinib	egfr	[appos, inhibitors, amod]	1.0
gefitinib	egfr	[prep_of, concentrations, prep_with, treated, partmod]	1.0
gefitinib	egfr	[nsubj, targets, dobj, receptor, appos]	1.0
